rank_within_available_evaluations,mode,source,repair_cost_usd,budget_remaining_usd,repaired_station_count,repaired_stations,repaired_road_component_count,served_total,served_ev,served_non_ev,finite_system_time_min,physical_in_vehicle_time_min,physical_wait_vehicle_min,physical_service_vehicle_min,unstable_station_entries,potential_total,potential_ev,ev_completion_target,ev_target_shortfall,ev_target_rate,ev_target_feasible,completion_shortfall,completion_rate,completion_feasible,queue_feasible,hard_feasible,feasibility_violation,max_station_utilization,station_utilization_violation,unstable_station_count,nonfinite_wait_station_count
147,focus_8579b13168,BIHMH gen 22 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,937,233155.99789598747,10232.557895987477,222923.44,6526625.61639258,6506878.911360098,187.39818231444153,19559.306850166584,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8600166143232552,0.0,0,0
148,focus_e7be6f1179,BIHMH gen 18 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,926,233963.548714135,10059.86871413499,223903.68,6526628.851279319,6508273.457635133,67.84903968114546,18287.544604505187,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8206150380414473,0.0,0,0
149,focus_e7be6f1179,BIHMH gen 19 focus / add_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,937,233963.548714135,10059.86871413499,223903.68,6526642.125898876,6508287.201478475,68.77600968855623,18286.14841071286,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8211359373580156,0.0,0,0
150,focus_e7be6f1179,BIHMH gen 14 focus / crossover_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,924,233963.548714135,10059.86871413499,223903.68,6526689.313187589,6508333.917058082,67.8418787851701,18287.554250722234,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8206109880646715,0.0,0,0
151,focus_8579b13168,BIHMH gen 23 focus / add_fix,14999576.96,423.03999999910593,3,C4;C5;C7,936,233155.99789598747,10232.557895987477,222923.44,6526778.592306522,6507031.887364093,187.39823311599292,19559.306709312918,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.860016625059563,0.0,0,0
152,focus_8579b13168,BIHMH gen 20 focus / crossover_fix,14999863.44,136.56000000052154,5,C1;C2;C4;C5;C7,1595,233155.99789598747,10232.557895987477,222923.44,6526889.001417427,6507114.118134759,183.5792227693851,19591.304059898834,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8591370771253264,0.0,0,0
153,focus_e7be6f1179,BIHMH gen 17 focus / mip_intensify,14999735.6,264.40000000037253,4,C2;C4;C5;C7,927,233963.548714135,10059.86871413499,223903.68,6526896.693396694,6508542.600743477,66.08772077980619,18288.004932437,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8196060529765233,0.0,0,0
154,focus_e7be6f1179,BIHMH gen 19 focus / mip_intensify,14999735.6,264.40000000037253,4,C2;C4;C5;C7,927,233963.548714135,10059.86871413499,223903.68,6526939.053810918,6508584.920306331,65.97618161006761,18288.157322977197,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8195413346709898,0.0,0,0
155,focus_e7be6f1179,BIHMH gen 11 focus / mip_intensify,14999735.6,264.40000000037253,4,C2;C4;C5;C7,924,233963.548714135,10059.86871413499,223903.68,6527137.562689805,6508783.418527424,66.01122647161148,18288.132935909114,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.819561684250083,0.0,0,0
156,focus_8579b13168,BIHMH gen 26 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,981,233155.99789598747,10232.557895987477,222923.44,6527364.070493314,6507620.428762535,182.2591246628155,19561.382606116742,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.858827829003144,0.0,0,0
157,focus_8579b13168,BIHMH gen 28 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1049,233155.99789598747,10232.557895987477,222923.44,6527419.584564612,6507674.000669697,185.06223835962479,19560.521656555255,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8594821533803143,0.0,0,0
158,focus_e7be6f1179,BIHMH gen 19 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,939,233963.548714135,10059.86871413499,223903.68,6527755.467588501,6509400.121371375,68.70541220343252,18286.64080492237,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.821096558023112,0.0,0,0
159,focus_8579b13168,BIHMH gen 29 focus / remove_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1049,233155.99789598747,10232.557895987477,222923.44,6527924.611930081,6508183.083711589,180.4507839975635,19561.077434494477,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.858391415351416,0.0,0,0
160,focus_8579b13168,BIHMH gen 24 focus / add_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1053,233155.99789598747,10232.557895987477,222923.44,6528118.908908593,6508372.849649935,185.82488939407241,19560.234369262736,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8596578048499817,0.0,0,0
161,focus_8579b13168,BIHMH gen 27 focus / remove_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1048,233155.99789598747,10232.557895987477,222923.44,6528405.977351711,6508660.122003946,186.07284219509415,19559.78250557017,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8597130419611869,0.0,0,0
162,focus_8579b13168,BIHMH gen 26 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1050,233155.99789598747,10232.557895987477,222923.44,6528441.995846533,6508700.536450788,180.62219919154722,19560.83719655271,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8584311512289522,0.0,0,0
163,focus_8579b13168,BIHMH gen 25 focus / add_fix,14999576.96,423.03999999910593,3,C4;C5;C7,938,233155.99789598747,10232.557895987477,222923.44,6528460.176128286,6508713.3864263445,187.45830097882939,19559.33140096275,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.860030521117875,0.0,0,0
164,focus_8579b13168,BIHMH gen 27 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1051,233155.99789598747,10232.557895987477,222923.44,6528466.971136811,6508725.357307402,181.0961815642442,19560.51764784514,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8585431018176294,0.0,0,0
165,focus_8579b13168,BIHMH gen 25 focus / remove_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1049,233155.99789598747,10232.557895987477,222923.44,6528468.616675547,6508727.172359288,180.31645829410908,19561.127857965123,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8583594741717194,0.0,0,0
166,focus_8579b13168,BIHMH gen 22 focus / add_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1053,233155.99789598747,10232.557895987477,222923.44,6528629.603234219,6508883.701059562,185.4016359174572,19560.50053873893,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.859560883947933,0.0,0,0
167,focus_8579b13168,BIHMH gen 24 focus / crossover_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,937,233155.99789598747,10232.557895987477,222923.44,6528684.022118883,6508936.6241404405,188.14609261752014,19559.251885825073,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8601873732995469,0.0,0,0
168,focus_8579b13168,BIHMH gen 27 focus / swap_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1053,233155.99789598747,10232.557895987477,222923.44,6528785.952271466,6509039.982950656,185.2703869577928,19560.698933853204,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.859531461934024,0.0,0,0
169,focus_8579b13168,BIHMH gen 26 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1050,233155.99789598747,10232.557895987477,222923.44,6528992.010494361,6509250.427445469,180.50591891989535,19561.077129971134,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8584047110643893,0.0,0,0
170,focus_8579b13168,BIHMH gen 21 focus / swap_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1053,233155.99789598747,10232.557895987477,222923.44,6529100.435318616,6509354.498979852,185.47129910599645,19560.465039657982,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8595768858586755,0.0,0,0
171,focus_8579b13168,BIHMH gen 28 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1050,233155.99789598747,10232.557895987477,222923.44,6529130.8486837745,6509385.048863748,185.84824427623886,19559.951575750514,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8596618109965604,0.0,0,0
172,focus_8579b13168,BIHMH gen 23 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1051,233155.99789598747,10232.557895987477,222923.44,6529260.04826845,6509514.097962301,185.47350693015497,19560.47679921923,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8595774557475593,0.0,0,0
173,focus_8579b13168,BIHMH gen 24 focus / swap_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1053,233155.99789598747,10232.557895987477,222923.44,6529424.81254675,6509678.840825755,185.55594147718136,19560.41577951704,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8595962683846228,0.0,0,0
174,focus_8579b13168,BIHMH gen 20 focus / remove_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1052,233155.99789598747,10232.557895987477,222923.44,6529524.837745391,6509778.830406342,185.6102091481454,19560.397129900677,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8596087706949629,0.0,0,0
175,focus_8579b13168,BIHMH gen 25 focus / station_capacity_fix,14999484.56,515.4399999994785,4,C1;C4;C5;C7,1009,233155.99789598747,10232.557895987477,222923.44,6529763.729893064,6509985.371405721,190.11430744192145,19588.24417990121,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8606304697846051,0.0,0,0
176,focus_e7be6f1179,BIHMH gen 10 focus / station_capacity_fix,14999863.44,136.56000000052154,5,C1;C2;C4;C5;C7,929,233963.548714135,10059.86871413499,223903.68,6530689.443300893,6512303.867689024,68.54175829850925,18317.033853570087,0.0,234011.42387521,10107.743875209999,10011.261082757894,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8210050728615406,0.0,0,0
177,focus_8579b13168,BIHMH gen 22 focus / swap_fix,14999704.8,295.19999999925494,4,C1;C4;C5;C7,1042,233155.99789598747,10232.557895987477,222923.44,6531080.631792246,6511304.119165736,186.41556814897865,19590.09705836132,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8597963226470822,0.0,0,0
178,focus_8579b13168,BIHMH gen 21 focus / add_fix,14999925.040000001,74.95999999903142,4,C1;C4;C5;C7,1033,233155.99789598747,10232.557895987477,222923.44,6531453.431831418,6511677.485849474,186.67828958289235,19589.26769236134,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8598557685488094,0.0,0,0
179,focus_8579b13168,BIHMH gen 22 focus / swap_fix,14999704.8,295.19999999925494,4,C1;C4;C5;C7,1043,233155.99789598747,10232.557895987477,222923.44,6532379.351595134,6512603.475776751,186.47737068115157,19589.3984477019,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8598100405875886,0.0,0,0
180,focus_8579b13168,BIHMH gen 20 focus / swap_fix,14999704.8,295.19999999925494,4,C1;C4;C5;C7,1042,233155.99789598747,10232.557895987477,222923.44,6533183.771551465,6513407.919733549,185.95827512080876,19589.89354279585,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8596911548774606,0.0,0,0
181,focus_8579b13168,BIHMH gen 29 focus / crossover_fix,14999925.040000001,74.95999999903142,4,C1;C4;C5;C7,928,233155.99789598747,10232.557895987477,222923.44,6533216.587046075,6513441.347161133,183.85928201659516,19591.38060292525,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8592071653730801,0.0,0,0
182,focus_8579b13168,BIHMH gen 20 focus / crossover_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,958,233155.99789598747,10232.557895987477,222923.44,6533598.835896007,6513851.750984171,188.1224691116852,19558.96244272387,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8601808122783038,0.0,0,0
183,focus_8579b13168,BIHMH gen 25 focus / mip_intensify,14999955.84,44.16000000014901,4,C2;C4;C5;C7,930,233155.99789598747,10232.557895987477,222923.44,6534182.474351832,6514438.472806841,181.5084616771277,19562.493083312977,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8586541033387726,0.0,0,0
184,focus_8579b13168,BIHMH gen 24 focus / mip_intensify,14999955.84,44.16000000014901,4,C2;C4;C5;C7,930,233155.99789598747,10232.557895987477,222923.44,6534210.049825354,6514466.175700137,181.22974846096457,19562.644376755074,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8585882715645751,0.0,0,0
185,focus_8579b13168,BIHMH gen 22 focus / mip_intensify,14999955.84,44.16000000014901,4,C2;C4;C5;C7,930,233155.99789598747,10232.557895987477,222923.44,6534243.438456063,6514499.557392957,181.23135285351412,19562.64971025304,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8585886814042827,0.0,0,0
186,focus_8579b13168,BIHMH gen 25 focus / mip_intensify,14999955.84,44.16000000014901,4,C2;C4;C5;C7,927,233155.99789598747,10232.557895987477,222923.44,6534254.429873653,6514510.686149746,181.95729941414683,19561.786424492297,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8587569680306304,0.0,0,0
187,focus_8579b13168,BIHMH gen 20 focus / mip_intensify,14999955.84,44.16000000014901,4,C2;C4;C5;C7,927,233155.99789598747,10232.557895987477,222923.44,6534263.844217034,6514520.124936724,181.9226011342311,19561.796679175655,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8587487688931537,0.0,0,0
188,focus_8579b13168,BIHMH gen 23 focus / crossover_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,953,233155.99789598747,10232.557895987477,222923.44,6534288.827819574,6514549.252603435,175.87404957416288,19563.70116656424,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8572885223655761,0.0,0,0
189,focus_8579b13168,BIHMH gen 27 focus / add_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,920,233155.99789598747,10232.557895987477,222923.44,6534367.190503364,6514623.560718002,181.73487549368127,19561.89490986915,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8587044611774285,0.0,0,0
190,focus_8579b13168,BIHMH gen 26 focus / mip_intensify,14999955.84,44.16000000014901,4,C2;C4;C5;C7,930,233155.99789598747,10232.557895987477,222923.44,6534433.479756648,6514689.646659068,181.28514633117018,19562.5479512489,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.858601084116918,0.0,0,0
191,focus_8579b13168,BIHMH gen 29 focus / mip_intensify,14999735.6,264.40000000037253,4,C2;C4;C5;C7,927,233155.99789598747,10232.557895987477,222923.44,6535147.993666482,6515408.2138701985,177.34248768246226,19562.437308601366,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8576428200765598,0.0,0,0
192,focus_8579b13168,BIHMH gen 20 focus / mip_intensify,14999735.6,264.40000000037253,4,C2;C4;C5;C7,927,233155.99789598747,10232.557895987477,222923.44,6535149.79324937,6515409.94602649,177.44066271845253,19562.406560161187,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8576667737056717,0.0,0,0
193,focus_8579b13168,BIHMH gen 22 focus / mip_intensify,14999735.6,264.40000000037253,4,C2;C4;C5;C7,927,233155.99789598747,10232.557895987477,222923.44,6535280.8270863425,6515540.978347508,177.43951801609958,19562.40922081847,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8576665055040863,0.0,0,0
194,focus_8579b13168,BIHMH gen 20 focus / crossover_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,955,233155.99789598747,10232.557895987477,222923.44,6536025.2481075125,6516285.740000279,176.6094801268153,19562.89862710733,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8574648542713116,0.0,0,0
195,focus_8579b13168,BIHMH gen 24 focus / station_capacity_fix,14999863.44,136.56000000052154,5,C1;C2;C4;C5;C7,960,233155.99789598747,10232.557895987477,222923.44,6537551.86272665,6517776.573052289,183.51365026876368,19591.776024093142,0.0,233210.38994098,10286.949940980001,10188.75654902485,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8591276965877711,0.0,0,0
196,focus_1392cdb628,BIHMH gen 8 focus / crossover_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1836,235533.58653284246,9804.416532842466,225729.16999999998,6555926.372285282,6537225.488096298,69.57448574780948,18631.30970323688,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8214897465575203,0.0,0,0
197,focus_1392cdb628,BIHMH gen 3 focus / mip_intensify,14999863.44,136.56000000052154,5,C1;C2;C4;C5;C7,2210,235533.58653284246,9804.416532842466,225729.16999999998,6569322.588584169,6550595.652228295,71.74443711495988,18655.191918759054,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8226769690948911,0.0,0,0
198,focus_1392cdb628,BIHMH gen 4 focus / swap_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1039,235533.58653284246,9804.416532842466,225729.16999999998,6574436.400249171,6555737.651615475,69.87568319282937,18628.872950502704,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8216549290486544,0.0,0,0
199,focus_1392cdb628,BIHMH gen 3 focus / swap_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1039,235533.58653284246,9804.416532842466,225729.16999999998,6574807.566332967,6556108.845215077,69.7377843919156,18628.98333349793,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8215782520083734,0.0,0,0
200,focus_1392cdb628,BIHMH gen 8 focus / add_fix,14999576.96,423.03999999910593,3,C4;C5;C7,1041,235533.58653284246,9804.416532842466,225729.16999999998,6574837.155887421,6556138.28706887,69.56377314953713,18629.305045401426,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8214814525792948,0.0,0,0
201,focus_1392cdb628,BIHMH gen 9 focus / remove_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1041,235533.58653284246,9804.416532842466,225729.16999999998,6575100.085998584,6556401.222551124,69.67317087835777,18629.19027658115,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8215424214617276,0.0,0,0
202,focus_1392cdb628,BIHMH gen 3 focus / remove_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1040,235533.58653284246,9804.416532842466,225729.16999999998,6575111.031716218,6556412.34842222,69.71740173967446,18628.965892258864,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8215668680206224,0.0,0,0
203,focus_1392cdb628,BIHMH gen 8 focus / crossover_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1041,235533.58653284246,9804.416532842466,225729.16999999998,6575429.073388999,6556729.923385957,70.51872187119164,18628.63128117078,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8220108121945934,0.0,0,0
204,focus_1392cdb628,BIHMH gen 1 focus / swap_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1042,235533.58653284246,9804.416532842466,225729.16999999998,6575547.887084167,6556849.059142251,69.56068549708935,18629.26725641971,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8214796906338596,0.0,0,0
205,focus_1392cdb628,BIHMH gen 6 focus / swap_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1040,235533.58653284246,9804.416532842466,225729.16999999998,6575703.881565042,6557004.993599717,69.68174362663171,18629.206221699078,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.821547226874821,0.0,0,0
206,focus_1392cdb628,BIHMH gen 5 focus / crossover_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1083,235533.58653284246,9804.416532842466,225729.16999999998,6575924.632711357,6557225.788999042,68.76096312662786,18630.082749189187,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8210312270158217,0.0,0,0
207,focus_1392cdb628,BIHMH gen 1 focus / swap_fix,14999576.96,423.03999999910593,3,C4;C5;C7,1041,235533.58653284246,9804.416532842466,225729.16999999998,6576583.832332562,6557884.94970731,69.51809257091618,18629.36453268112,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8214559907798571,0.0,0,0
208,focus_1392cdb628,BIHMH gen 2 focus / swap_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1040,235533.58653284246,9804.416532842466,225729.16999999998,6576778.871714778,6558080.10809947,69.65322675266485,18629.110388555884,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.821531248742848,0.0,0,0
209,focus_1392cdb628,BIHMH gen 9 focus / crossover_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1029,235533.58653284246,9804.416532842466,225729.16999999998,6577831.392088544,6559132.280027693,70.48686838264344,18628.62519246769,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8219932515200084,0.0,0,0
210,focus_1392cdb628,BIHMH gen 7 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1022,235533.58653284246,9804.416532842466,225729.16999999998,6578676.761888867,6559977.506992231,70.58133355643356,18628.673563079534,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8220454638849493,0.0,0,0
211,focus_1392cdb628,BIHMH gen 5 focus / add_fix,14999797.2,202.80000000074506,3,C4;C5;C7,1013,235533.58653284246,9804.416532842466,225729.16999999998,6579940.161938114,6561241.009623725,70.56547642827466,18628.586837960742,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.822036562992498,0.0,0,0
212,focus_1392cdb628,BIHMH gen 4 focus / add_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1024,235533.58653284246,9804.416532842466,225729.16999999998,6582071.443060709,6563372.032872736,68.99834734113661,18630.411840631874,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8211655045251958,0.0,0,0
213,focus_1392cdb628,BIHMH gen 1 focus / remove_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1023,235533.58653284246,9804.416532842466,225729.16999999998,6582396.349063951,6563696.844070356,69.07709824554179,18630.42789534817,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8212098365648549,0.0,0,0
214,focus_1392cdb628,BIHMH gen 7 focus / crossover_fix,14999925.040000001,74.95999999903142,4,C1;C4;C5;C7,1865,235533.58653284246,9804.416532842466,225729.16999999998,6582664.560261347,6563937.868747269,71.05539339933677,18655.636120678486,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8223009699039405,0.0,0,0
215,focus_1392cdb628,BIHMH gen 5 focus / crossover_fix,14999576.96,423.03999999910593,3,C4;C5;C7,1054,235533.58653284246,9804.416532842466,225729.16999999998,6582680.013170124,6563980.455987835,68.29264152827125,18631.26454076076,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8207669505309345,0.0,0,0
216,focus_1392cdb628,BIHMH gen 3 focus / swap_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1023,235533.58653284246,9804.416532842466,225729.16999999998,6582682.310410126,6563983.760827186,66.58073499680788,18631.968847943557,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8197812763995738,0.0,0,0
217,focus_1392cdb628,BIHMH gen 5 focus / swap_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1024,235533.58653284246,9804.416532842466,225729.16999999998,6582695.244030617,6563995.949019309,69.11562021231413,18630.1793910953,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8212312886696032,0.0,0,0
218,focus_1392cdb628,BIHMH gen 6 focus / swap_fix,14999955.84,44.16000000014901,4,C2;C4;C5;C7,1024,235533.58653284246,9804.416532842466,225729.16999999998,6582994.443749627,6564295.948635914,66.70039996934837,18631.794713743227,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.8198508649551995,0.0,0,0
219,focus_1392cdb628,BIHMH gen 3 focus / remove_fix,14999735.6,264.40000000037253,4,C2;C4;C5;C7,1025,235533.58653284246,9804.416532842466,225729.16999999998,6583045.200759009,6564346.794616413,66.6275182256883,18631.778624371156,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.819808375735885,0.0,0,0
