init_node,term_node,capacity,length,free_flow_time,b,power,speed,toll,link_type,edge_type,station_group,source_init_node,source_term_node,init_depth_mm,term_depth_mm,edge_depth_mm,charging_related,flood_affected,retain_in_flood_network
9090,10767,1440.0,1.11,1.48,0.15,4,45.0,0.0,1,road_original,,9090,10767,63.5,44.45,53.975,False,True,True
9090,11770,2520.0,0.5,0.75,0.15,4,38.0,0.0,1,road_original,,9090,11770,63.5,63.5,63.5,False,True,True
9091,9060,2040.0,0.38,0.57,0.15,4,37.0,0.0,1,road_original,,9091,9060,44.45,44.45,44.45,False,True,True
9091,9092,2160.0,0.36,0.54,0.15,4,38.0,0.0,1,road_original,,9091,9092,44.45,44.45,44.45,False,True,True
9091,11770,2520.0,0.72,1.08,0.15,4,38.0,0.0,1,road_original,,9091,11770,44.45,63.5,53.975,False,True,True
9092,9091,1620.0,0.36,0.54,0.15,4,38.0,0.0,1,road_original,,9092,9091,44.45,44.45,44.45,False,True,True
9092,9093,430.0,0.44,0.88,0.15,4,29.0,0.0,1,road_original,,9092,9093,44.45,44.45,44.45,False,True,True
9092,9094,1620.0,0.92,1.227,0.15,4,42.0,0.0,1,road_original,,9092,9094,44.45,44.45,44.45,False,True,True
9093,9092,430.0,0.44,0.88,0.15,4,29.0,0.0,1,road_original,,9093,9092,44.45,44.45,44.45,False,True,True
9093,9094,1620.0,0.62,0.93,0.15,4,36.0,0.0,1,road_original,,9093,9094,44.45,44.45,44.45,False,True,True
9093,10758,1440.0,0.69,1.035,0.15,4,36.0,0.0,1,road_original,,9093,10758,44.45,44.45,44.45,False,True,True
9094,9092,2160.0,0.92,1.227,0.15,4,42.0,0.0,1,road_original,,9094,9092,44.45,44.45,44.45,False,True,True
9094,9093,2160.0,0.62,0.93,0.15,4,36.0,0.0,1,road_original,,9094,9093,44.45,44.45,44.45,False,True,True
9094,10767,1440.0,0.28,0.48,0.15,4,32.0,0.0,1,road_original,,9094,10767,44.45,44.45,44.45,False,True,True
9095,7468,1620.0,0.4,0.6,0.15,4,38.0,0.0,1,road_original,,9095,7468,44.45,44.45,44.45,False,True,True
9095,10767,1440.0,0.6,0.9,0.15,4,39.0,0.0,1,road_original,,9095,10767,44.45,44.45,44.45,False,True,True
9095,11191,720.0,1.25,1.875,0.15,4,38.0,0.0,1,road_original,,9095,11191,44.45,44.45,44.45,False,True,True
9096,7468,1580.0,0.15,0.225,0.15,4,36.0,0.0,1,road_original,,9096,7468,44.45,44.45,44.45,False,True,True
9096,9097,860.0,0.51,0.874,0.15,4,33.0,0.0,1,road_original,,9096,9097,44.45,44.45,44.45,False,True,True
9096,10763,720.0,1.28,1.92,0.15,4,38.0,0.0,1,road_original,,9096,10763,44.45,44.45,44.45,False,True,True
9097,2746,450.0,0.68,1.36,0.15,4,29.0,0.0,1,road_original,,9097,2746,44.45,44.45,44.45,False,True,True
9097,9096,430.0,0.51,0.874,0.15,4,33.0,0.0,1,road_original,,9097,9096,44.45,44.45,44.45,False,True,True
9097,10768,1710.0,0.28,0.672,0.15,4,25.0,0.0,1,road_original,,9097,10768,44.45,44.45,44.45,False,True,True
9098,9905,1580.0,0.5,0.75,0.15,4,36.0,0.0,1,road_original,,9098,9905,63.5,63.5,63.5,False,True,True
9098,10765,1440.0,0.75,1.125,0.15,4,38.0,0.0,1,road_original,,9098,10765,63.5,63.5,63.5,False,True,True
9098,10771,430.0,0.39,0.78,0.15,4,29.0,0.0,1,road_original,,9098,10771,63.5,63.5,63.5,False,True,True
9099,9103,430.0,0.75,1.286,0.15,4,32.0,0.0,1,road_original,,9099,9103,63.5,63.5,63.5,False,True,True
9099,9127,430.0,1.0,1.714,0.15,4,32.0,0.0,1,road_original,,9099,9127,63.5,63.5,63.5,False,True,True
9099,10766,770.0,0.5,1.0,0.15,4,29.0,0.0,1,road_original,,9099,10766,63.5,63.5,63.5,False,True,True
9099,10771,430.0,0.5,1.0,0.15,4,29.0,0.0,1,road_original,,9099,10771,63.5,63.5,63.5,False,True,True
9100,8203,2400.0,0.08,0.137,0.15,4,32.0,0.0,1,road_original,,9100,8203,63.5,63.5,63.5,False,True,True
9100,8315,1800.0,0.05,0.075,0.15,4,36.0,0.0,1,road_original,,9100,8315,63.5,63.5,63.5,False,True,True
9100,9067,520.0,1.04,2.08,0.15,4,27.0,0.0,1,road_original,,9100,9067,63.5,63.5,63.5,False,True,True
9100,9103,360.0,0.56,1.344,0.15,4,25.0,0.0,1,road_original,,9100,9103,63.5,63.5,63.5,False,True,True
9101,3946,1450.0,0.27,0.54,0.15,4,30.0,0.0,1,road_original,,9101,3946,63.5,63.5,63.5,False,True,True
9101,8315,1450.0,0.16,0.32,0.15,4,30.0,0.0,1,road_original,,9101,8315,63.5,63.5,63.5,False,True,True
9101,9066,6000.0,1.14,0.915,0.15,4,62.0,0.0,2,road_original,,9101,9066,63.5,63.5,63.5,False,True,True
9102,9129,6000.0,1.25,1.003,0.15,4,62.0,0.0,2,road_original,,9102,9129,63.5,63.5,63.5,False,True,True
9103,3945,2520.0,0.27,0.54,0.15,4,29.0,0.0,1,road_original,,9103,3945,63.5,63.5,63.5,False,True,True
9103,9099,770.0,0.75,1.286,0.15,4,32.0,0.0,1,road_original,,9103,9099,63.5,63.5,63.5,False,True,True
9103,9100,360.0,0.56,1.344,0.15,4,25.0,0.0,1,road_original,,9103,9100,63.5,63.5,63.5,False,True,True
9103,10506,720.0,1.25,2.143,0.15,4,34.0,0.0,1,road_original,,9103,10506,63.5,63.5,63.5,False,True,True
9104,9069,990.0,1.29,1.935,0.15,4,38.0,0.0,1,road_original,,9104,9069,63.5,63.5,63.5,False,True,True
9104,9105,1400.0,0.27,0.463,0.15,4,32.0,0.0,1,road_original,,9104,9105,63.5,63.5,63.5,False,True,True
9104,10503,2440.0,0.25,0.429,0.15,4,32.0,0.0,1,road_original,,9104,10503,63.5,63.5,63.5,False,True,True
9105,9071,810.0,0.51,1.224,0.15,4,25.0,0.0,1,road_original,,9105,9071,63.5,63.5,63.5,False,True,True
9105,9104,1580.0,0.27,0.463,0.15,4,32.0,0.0,1,road_original,,9105,9104,63.5,63.5,63.5,False,True,True
9105,9106,810.0,0.49,0.98,0.15,4,29.0,0.0,1,road_original,,9105,9106,63.5,63.5,63.5,False,True,True
9105,10504,1080.0,0.62,1.24,0.15,4,29.0,0.0,1,road_original,,9105,10504,63.5,63.5,63.5,False,True,True
9106,3945,450.0,0.46,0.92,0.15,4,29.0,0.0,1,road_original,,9106,3945,63.5,63.5,63.5,False,True,True
9106,9105,720.0,0.49,0.98,0.15,4,29.0,0.0,1,road_original,,9106,9105,63.5,63.5,63.5,False,True,True
9106,9107,1080.0,0.5,1.0,0.15,4,29.0,0.0,1,road_original,,9106,9107,63.5,63.5,63.5,False,True,True
9106,9132,990.0,0.63,1.26,0.15,4,29.0,0.0,1,road_original,,9106,9132,63.5,63.5,63.5,False,True,True
9107,8448,1080.0,0.78,1.337,0.15,4,32.0,0.0,1,road_original,,9107,8448,63.5,,63.5,False,True,True
9107,9106,810.0,0.5,1.0,0.15,4,29.0,0.0,1,road_original,,9107,9106,63.5,63.5,63.5,False,True,True
9107,9140,770.0,0.5,1.2,0.15,4,25.0,0.0,1,road_original,,9107,9140,63.5,88.9,76.2,False,True,True
9108,10504,1080.0,0.51,1.02,0.15,4,29.0,0.0,1,road_original,,9108,10504,,63.5,63.5,False,True,True
9109,12136,6000.0,1.2,0.963,0.15,4,62.0,0.0,2,road_original,,9109,12136,63.5,88.9,76.2,False,True,True
9110,9147,810.0,0.58,1.16,0.15,4,28.0,0.0,1,road_original,,9110,9147,,88.9,88.9,False,True,True
9111,8267,1260.0,0.84,1.44,0.15,4,32.0,0.0,1,road_original,,9111,8267,63.5,63.5,63.5,False,True,True
9111,8272,1440.0,0.42,0.72,0.15,4,34.0,0.0,1,road_original,,9111,8272,63.5,63.5,63.5,False,True,True
9111,10960,1620.0,0.05,0.086,0.15,4,32.0,0.0,1,road_original,,9111,10960,63.5,63.5,63.5,False,True,True
9112,8266,2520.0,0.29,0.497,0.15,4,32.0,0.0,1,road_original,,9112,8266,63.5,63.5,63.5,False,True,True
9112,9113,1440.0,0.9,1.543,0.15,4,34.0,0.0,1,road_original,,9112,9113,63.5,63.5,63.5,False,True,True
9112,10968,630.0,0.5,1.2,0.15,4,22.0,0.0,1,road_original,,9112,10968,63.5,63.5,63.5,False,True,True
9113,3897,2520.0,0.81,1.215,0.15,4,38.0,0.0,1,road_original,,9113,3897,63.5,63.5,63.5,False,True,True
9113,9112,2520.0,0.9,1.543,0.15,4,34.0,0.0,1,road_original,,9113,9112,63.5,63.5,63.5,False,True,True
9113,9114,1440.0,0.42,0.84,0.15,4,28.0,0.0,1,road_original,,9113,9114,63.5,63.5,63.5,False,True,True
9113,9115,1440.0,0.32,0.549,0.15,4,32.0,0.0,1,road_original,,9113,9115,63.5,63.5,63.5,False,True,True
9114,9113,1440.0,0.42,0.84,0.15,4,28.0,0.0,1,road_original,,9114,9113,63.5,63.5,63.5,False,True,True
9114,9115,1360.0,0.18,0.36,0.15,4,28.0,0.0,1,road_original,,9114,9115,63.5,63.5,63.5,False,True,True
9114,10969,2060.0,0.47,0.94,0.15,4,28.0,0.0,1,road_original,,9114,10969,63.5,63.5,63.5,False,True,True
9114,12042,1440.0,0.88,1.509,0.15,4,34.0,0.0,1,road_original,,9114,12042,63.5,63.5,63.5,False,True,True
9115,6910,2160.0,0.8,1.371,0.15,4,34.0,0.0,1,road_original,,9115,6910,63.5,63.5,63.5,False,True,True
9115,9113,1440.0,0.32,0.549,0.15,4,32.0,0.0,1,road_original,,9115,9113,63.5,63.5,63.5,False,True,True
9115,9114,1360.0,0.18,0.36,0.15,4,28.0,0.0,1,road_original,,9115,9114,63.5,63.5,63.5,False,True,True
9115,10963,1880.0,0.49,0.84,0.15,4,32.0,0.0,1,road_original,,9115,10963,63.5,63.5,63.5,False,True,True
9116,3900,1440.0,0.64,0.96,0.15,4,38.0,0.0,1,road_original,,9116,3900,63.5,63.5,63.5,False,True,True
9116,6910,2160.0,0.04,0.069,0.15,4,32.0,0.0,1,road_original,,9116,6910,63.5,63.5,63.5,False,True,True
9116,9117,1440.0,0.68,1.02,0.15,4,36.0,0.0,1,road_original,,9116,9117,63.5,63.5,63.5,False,True,True
9116,10776,1440.0,0.65,0.975,0.15,4,38.0,0.0,1,road_original,,9116,10776,63.5,63.5,63.5,False,True,True
9117,9116,1440.0,0.68,1.02,0.15,4,36.0,0.0,1,road_original,,9117,9116,63.5,63.5,63.5,False,True,True
9117,9118,680.0,0.81,1.08,0.15,4,43.0,0.0,1,road_original,,9117,9118,63.5,63.5,63.5,False,True,True
9117,10278,1620.0,0.7,1.05,0.15,4,38.0,0.0,1,road_original,,9117,10278,63.5,63.5,63.5,False,True,True
9117,10776,1440.0,0.4,0.6,0.15,4,36.0,0.0,1,road_original,,9117,10776,63.5,63.5,63.5,False,True,True
9118,9089,2520.0,1.0,1.333,0.15,4,42.0,0.0,1,road_original,,9118,9089,63.5,63.5,63.5,False,True,True
9118,9117,680.0,0.81,1.08,0.15,4,43.0,0.0,1,road_original,,9118,9117,63.5,63.5,63.5,False,True,True
9118,9619,1030.0,0.75,1.0,0.15,4,43.0,0.0,1,road_original,,9118,9619,63.5,63.5,63.5,False,True,True
9118,12047,1360.0,0.82,1.093,0.15,4,42.0,0.0,1,road_original,,9118,12047,63.5,63.5,63.5,False,True,True
9119,8223,510.0,0.75,1.5,0.15,4,29.0,0.0,1,road_original,,9119,8223,44.45,63.5,53.975,False,True,True
9119,9619,1030.0,0.39,0.585,0.15,4,37.0,0.0,1,road_original,,9119,9619,44.45,63.5,53.975,False,True,True
9119,10779,510.0,0.4,0.8,0.15,4,29.0,0.0,1,road_original,,9119,10779,44.45,63.5,53.975,False,True,True
9120,9121,1980.0,0.62,0.93,0.15,4,38.0,0.0,1,road_original,,9120,9121,44.45,44.45,44.45,False,True,True
9120,10767,1440.0,1.25,1.667,0.15,4,44.0,0.0,1,road_original,,9120,10767,44.45,44.45,44.45,False,True,True
9120,10772,990.0,0.83,1.423,0.15,4,32.0,0.0,1,road_original,,9120,10772,44.45,44.45,44.45,False,True,True
9120,10779,1080.0,0.58,0.994,0.15,4,33.0,0.0,1,road_original,,9120,10779,44.45,63.5,53.975,False,True,True
9121,9120,1440.0,0.62,0.93,0.15,4,38.0,0.0,1,road_original,,9121,9120,44.45,44.45,44.45,False,True,True
9121,9122,450.0,0.48,0.96,0.15,4,29.0,0.0,1,road_original,,9121,9122,44.45,63.5,53.975,False,True,True
9121,10779,540.0,0.7,1.4,0.15,4,29.0,0.0,1,road_original,,9121,10779,44.45,63.5,53.975,False,True,True
9121,10780,1440.0,0.76,1.013,0.15,4,42.0,0.0,1,road_original,,9121,10780,44.45,63.5,53.975,False,True,True
9122,8888,1080.0,0.78,1.337,0.15,4,32.0,0.0,1,road_original,,9122,8888,63.5,63.5,63.5,False,True,True
9122,9121,450.0,0.48,0.96,0.15,4,29.0,0.0,1,road_original,,9122,9121,63.5,44.45,53.975,False,True,True
9122,10772,450.0,0.5,1.0,0.15,4,29.0,0.0,1,road_original,,9122,10772,63.5,44.45,53.975,False,True,True
9122,10780,720.0,0.62,1.24,0.15,4,29.0,0.0,1,road_original,,9122,10780,63.5,63.5,63.5,False,True,True
9123,8888,540.0,0.4,0.8,0.15,4,29.0,0.0,1,road_original,,9123,8888,63.5,63.5,63.5,False,True,True
9123,9124,900.0,0.56,1.12,0.15,4,29.0,0.0,1,road_original,,9123,9124,63.5,63.5,63.5,False,True,True
9123,10773,360.0,0.53,1.272,0.15,4,25.0,0.0,1,road_original,,9123,10773,63.5,63.5,63.5,False,True,True
9123,10781,610.0,0.42,1.008,0.15,4,25.0,0.0,1,road_original,,9123,10781,63.5,63.5,63.5,False,True,True
9124,3904,810.0,0.38,0.912,0.15,4,25.0,0.0,1,road_original,,9124,3904,63.5,63.5,63.5,False,True,True
9124,9123,900.0,0.56,1.12,0.15,4,29.0,0.0,1,road_original,,9124,9123,63.5,63.5,63.5,False,True,True
9124,10774,360.0,0.5,1.2,0.15,4,25.0,0.0,1,road_original,,9124,10774,63.5,63.5,63.5,False,True,True
9125,3905,2520.0,0.87,1.491,0.15,4,34.0,0.0,1,road_original,,9125,3905,63.5,63.5,63.5,False,True,True
9125,10770,1440.0,0.5,0.857,0.15,4,32.0,0.0,1,road_original,,9125,10770,63.5,63.5,63.5,False,True,True
9125,10774,1440.0,0.37,0.888,0.15,4,24.0,0.0,1,road_original,,9125,10774,63.5,63.5,63.5,False,True,True
9125,10775,1260.0,0.99,1.697,0.15,4,32.0,0.0,1,road_original,,9125,10775,63.5,88.9,76.2,False,True,True
9126,9127,1920.0,0.5,0.75,0.15,4,39.0,0.0,1,road_original,,9126,9127,63.5,63.5,63.5,False,True,True
9126,10770,1400.0,0.4,0.6,0.15,4,39.0,0.0,1,road_original,,9126,10770,63.5,63.5,63.5,False,True,True
9126,10771,990.0,1.0,1.714,0.15,4,32.0,0.0,1,road_original,,9126,10771,63.5,63.5,63.5,False,True,True
9127,9099,770.0,1.0,1.714,0.15,4,32.0,0.0,1,road_original,,9127,9099,63.5,63.5,63.5,False,True,True
9127,9126,1580.0,0.5,0.75,0.15,4,39.0,0.0,1,road_original,,9127,9126,63.5,63.5,63.5,False,True,True
9127,9128,2440.0,0.5,0.75,0.15,4,38.0,0.0,1,road_original,,9127,9128,63.5,63.5,63.5,False,True,True
9127,10775,860.0,0.75,1.286,0.15,4,33.0,0.0,1,road_original,,9127,10775,63.5,88.9,76.2,False,True,True
9128,9127,1920.0,0.5,0.75,0.15,4,38.0,0.0,1,road_original,,9128,9127,63.5,63.5,63.5,False,True,True
9128,10506,1400.0,0.49,0.735,0.15,4,40.0,0.0,1,road_original,,9128,10506,63.5,63.5,63.5,False,True,True
9128,10510,810.0,0.75,1.8,0.15,4,22.0,0.0,1,road_original,,9128,10510,63.5,63.5,63.5,False,True,True
9129,8318,1450.0,0.48,0.96,0.15,4,30.0,0.0,1,road_original,,9129,8318,63.5,63.5,63.5,False,True,True
9129,9109,6000.0,0.36,0.289,0.15,4,62.0,0.0,2,road_original,,9129,9109,63.5,63.5,63.5,False,True,True
9130,9101,6000.0,1.25,1.003,0.15,4,62.0,0.0,2,road_original,,9130,9101,63.5,63.5,63.5,False,True,True
9131,8318,1720.0,0.13,0.195,0.15,4,38.0,0.0,1,road_original,,9131,8318,63.5,63.5,63.5,False,True,True
9131,9130,1450.0,0.07,0.14,0.15,4,30.0,0.0,1,road_original,,9131,9130,63.5,63.5,63.5,False,True,True
9131,9132,450.0,0.29,0.696,0.15,4,25.0,0.0,1,road_original,,9131,9132,63.5,63.5,63.5,False,True,True
9132,9106,810.0,0.63,1.26,0.15,4,29.0,0.0,1,road_original,,9132,9106,63.5,63.5,63.5,False,True,True
9132,9131,360.0,0.29,0.696,0.15,4,25.0,0.0,1,road_original,,9132,9131,63.5,63.5,63.5,False,True,True
9132,9135,720.0,0.4,0.8,0.15,4,29.0,0.0,1,road_original,,9132,9135,63.5,63.5,63.5,False,True,True
9132,10507,810.0,0.5,1.2,0.15,4,25.0,0.0,1,road_original,,9132,10507,63.5,88.9,76.2,False,True,True
9133,8432,1450.0,0.14,0.28,0.15,4,30.0,0.0,1,road_original,,9133,8432,63.5,63.5,63.5,False,True,True
9133,9130,6000.0,0.36,0.289,0.15,4,62.0,0.0,2,road_original,,9133,9130,63.5,63.5,63.5,False,True,True
9133,10506,1450.0,0.16,0.32,0.15,4,30.0,0.0,1,road_original,,9133,10506,63.5,63.5,63.5,False,True,True
9134,8318,1720.0,0.27,0.405,0.15,4,38.0,0.0,1,road_original,,9134,8318,63.5,63.5,63.5,False,True,True
9134,8432,1800.0,0.12,0.18,0.15,4,36.0,0.0,1,road_original,,9134,8432,63.5,63.5,63.5,False,True,True
9134,9135,1360.0,0.13,0.195,0.15,4,36.0,0.0,1,road_original,,9134,9135,63.5,63.5,63.5,False,True,True
9134,9136,1880.0,0.26,0.39,0.15,4,38.0,0.0,1,road_original,,9134,9136,63.5,63.5,63.5,False,True,True
9135,9132,990.0,0.4,0.8,0.15,4,29.0,0.0,1,road_original,,9135,9132,63.5,63.5,63.5,False,True,True
9135,9134,1360.0,0.13,0.195,0.15,4,36.0,0.0,1,road_original,,9135,9134,63.5,63.5,63.5,False,True,True
9135,9136,450.0,0.22,0.44,0.15,4,29.0,0.0,1,road_original,,9135,9136,63.5,63.5,63.5,False,True,True
9135,9139,1920.0,0.51,0.765,0.15,4,36.0,0.0,1,road_original,,9135,9139,63.5,88.9,76.2,False,True,True
9136,9134,1360.0,0.26,0.39,0.15,4,38.0,0.0,1,road_original,,9136,9134,63.5,63.5,63.5,False,True,True
9136,9135,720.0,0.22,0.44,0.15,4,29.0,0.0,1,road_original,,9136,9135,63.5,63.5,63.5,False,True,True
9136,9137,2060.0,0.32,0.48,0.15,4,38.0,0.0,1,road_original,,9136,9137,63.5,63.5,63.5,False,True,True
9136,9138,770.0,0.53,1.272,0.15,4,25.0,0.0,1,road_original,,9136,9138,63.5,88.9,76.2,False,True,True
9137,9136,1880.0,0.32,0.48,0.15,4,38.0,0.0,1,road_original,,9137,9136,63.5,63.5,63.5,False,True,True
9137,10511,657.0,0.37,0.888,0.15,4,25.0,0.0,1,road_original,,9137,10511,63.5,88.9,76.2,False,True,True
9137,12057,1880.0,0.25,0.375,0.15,4,38.0,0.0,1,road_original,,9137,12057,63.5,88.9,76.2,False,True,True
9138,7467,600.0,0.51,1.224,0.15,4,23.0,0.0,1,road_original,,9138,7467,88.9,63.5,76.2,False,True,True
9138,9136,340.0,0.53,1.272,0.15,4,25.0,0.0,1,road_original,,9138,9136,88.9,63.5,76.2,False,True,True
9138,12057,450.0,0.26,0.624,0.15,4,22.0,0.0,1,road_original,,9138,12057,88.9,88.9,88.9,False,True,True
9139,8785,1920.0,0.36,0.54,0.15,4,36.0,0.0,1,road_original,,9139,8785,88.9,88.9,88.9,False,True,True
9139,9135,1400.0,0.51,0.765,0.15,4,36.0,0.0,1,road_original,,9139,9135,88.9,63.5,76.2,False,True,True
9139,10507,770.0,0.42,1.008,0.15,4,25.0,0.0,1,road_original,,9139,10507,88.9,88.9,88.9,False,True,True
9139,10511,770.0,0.5,1.2,0.15,4,25.0,0.0,1,road_original,,9139,10511,88.9,88.9,88.9,False,True,True
9140,9107,510.0,0.5,1.2,0.15,4,25.0,0.0,1,road_original,,9140,9107,88.9,63.5,76.2,False,True,True
9140,10507,770.0,0.1,0.24,0.15,4,25.0,0.0,1,road_original,,9140,10507,88.9,88.9,88.9,False,True,True
9140,10508,430.0,0.96,1.92,0.15,4,27.0,0.0,1,road_original,,9140,10508,88.9,88.9,88.9,False,True,True
9141,8785,1920.0,0.7,1.05,0.15,4,36.0,0.0,1,road_original,,9141,8785,88.9,88.9,88.9,False,True,True
9141,9146,1400.0,0.59,0.885,0.15,4,36.0,0.0,1,road_original,,9141,9146,88.9,88.9,88.9,False,True,True
9141,10508,405.0,0.51,1.224,0.15,4,25.0,0.0,1,road_original,,9141,10508,88.9,88.9,88.9,False,True,True
9141,10512,405.0,0.47,1.128,0.15,4,24.0,0.0,1,road_original,,9141,10512,88.9,88.9,88.9,False,True,True
9142,3985,1360.0,0.55,0.943,0.15,4,32.0,0.0,1,road_original,,9142,3985,88.9,127.0,107.95,False,True,True
9142,8786,540.0,0.22,0.528,0.15,4,25.0,0.0,1,road_original,,9142,8786,88.9,88.9,88.9,False,True,True
9142,8789,405.0,0.26,0.624,0.15,4,25.0,0.0,1,road_original,,9142,8789,88.9,88.9,88.9,False,True,True
9142,10511,657.0,0.5,1.2,0.15,4,25.0,0.0,1,road_original,,9142,10511,88.9,88.9,88.9,False,True,True
9142,12057,450.0,0.81,1.944,0.15,4,23.0,0.0,1,road_original,,9142,12057,88.9,88.9,88.9,False,True,True
9143,9144,468.0,0.38,0.912,0.15,4,25.0,0.0,1,road_original,,9143,9144,127.0,88.9,107.95,False,True,True
9143,10512,396.0,0.25,0.6,0.15,4,25.0,0.0,1,road_original,,9143,10512,127.0,88.9,107.95,False,True,True
9143,12068,810.0,0.61,1.464,0.15,4,24.0,0.0,1,road_original,,9143,12068,127.0,127.0,127.0,False,True,True
9144,9143,711.0,0.38,0.912,0.15,4,25.0,0.0,1,road_original,,9144,9143,88.9,127.0,107.95,False,True,True
9144,9145,648.0,0.2,0.4,0.15,4,29.0,0.0,1,road_original,,9144,9145,88.9,88.9,88.9,False,True,True
9144,12069,990.0,0.71,1.42,0.15,4,28.0,0.0,1,road_original,,9144,12069,88.9,88.9,88.9,False,True,True
9145,3948,972.0,0.25,0.5,0.15,4,28.0,0.0,1,road_original,,9145,3948,88.9,88.9,88.9,False,True,True
9145,8792,1387.0,0.1,0.2,0.15,4,28.0,0.0,1,road_original,,9145,8792,88.9,88.9,88.9,False,True,True
9145,8802,405.0,0.15,0.36,0.15,4,25.0,0.0,1,road_original,,9145,8802,88.9,88.9,88.9,False,True,True
9145,9144,972.0,0.2,0.4,0.15,4,29.0,0.0,1,road_original,,9145,9144,88.9,88.9,88.9,False,True,True
9146,8452,1387.0,0.55,1.1,0.15,4,28.0,0.0,1,road_original,,9146,8452,88.9,88.9,88.9,False,True,True
9146,8455,1400.0,0.31,0.465,0.15,4,36.0,0.0,1,road_original,,9146,8455,88.9,88.9,88.9,False,True,True
9146,8792,1387.0,0.2,0.4,0.15,4,28.0,0.0,1,road_original,,9146,8792,88.9,88.9,88.9,False,True,True
9146,9141,1920.0,0.59,0.885,0.15,4,36.0,0.0,1,road_original,,9146,9141,88.9,88.9,88.9,False,True,True
9147,8452,729.0,0.06,0.12,0.15,4,28.0,0.0,1,road_original,,9147,8452,88.9,88.9,88.9,False,True,True
9147,9110,1080.0,0.58,1.16,0.15,4,28.0,0.0,1,road_original,,9147,9110,88.9,,88.9,False,True,True
9147,10509,990.0,0.7,1.4,0.15,4,29.0,0.0,1,road_original,,9147,10509,88.9,,88.9,False,True,True
9149,4948,1800.0,0.16,0.24,0.15,4,38.0,0.0,1,road_original,,9149,4948,31.75,31.75,31.75,False,True,True
9149,7430,430.0,1.1,2.2,0.15,4,27.0,0.0,1,road_original,,9149,7430,31.75,31.75,31.75,False,True,True
9149,11006,1440.0,0.16,0.24,0.15,4,38.0,0.0,1,road_original,,9149,11006,31.75,31.75,31.75,False,True,True
9150,4614,2160.0,0.08,0.137,0.15,4,35.0,0.0,1,road_original,,9150,4614,31.75,31.75,31.75,False,True,True
9150,10005,2520.0,0.71,1.704,0.15,4,25.0,0.0,1,road_original,,9150,10005,31.75,31.75,31.75,False,True,True
9150,11789,1440.0,0.31,0.531,0.15,4,35.0,0.0,1,road_original,,9150,11789,31.75,31.75,31.75,False,True,True
9151,6637,3000.0,0.95,1.14,0.15,4,46.0,0.0,1,road_original,,9151,6637,63.5,63.5,63.5,False,True,True
9151,8559,4000.0,0.15,0.13,0.15,4,57.0,0.0,2,road_original,,9151,8559,63.5,63.5,63.5,False,True,True
9152,4628,1360.0,0.23,0.552,0.15,4,25.0,0.0,1,road_original,,9152,4628,19.05,19.05,19.05,False,True,True
9152,11811,900.0,0.33,0.66,0.15,4,30.0,0.0,1,road_original,,9152,11811,19.05,19.05,19.05,False,True,True
9152,12596,360.0,0.3,0.72,0.15,4,25.0,0.0,1,road_original,,9152,12596,19.05,19.05,19.05,False,True,True
9155,2406,810.0,0.69,1.656,0.15,4,25.0,0.0,1,road_original,,9155,2406,127.0,127.0,127.0,False,True,True
9155,6737,1880.0,0.48,0.96,0.15,4,28.0,0.0,1,road_original,,9155,6737,127.0,127.0,127.0,False,True,True
9155,7433,711.0,0.62,1.488,0.15,4,25.0,0.0,1,road_original,,9155,7433,127.0,127.0,127.0,False,True,True
9155,7711,2100.0,0.55,1.32,0.15,4,25.0,0.0,1,road_original,,9155,7711,127.0,88.9,107.95,False,True,True
9155,7773,648.0,0.5,1.0,0.15,4,28.0,0.0,1,road_original,,9155,7773,127.0,127.0,127.0,False,True,True
9156,3770,1080.0,0.95,1.14,0.15,4,50.0,0.0,1,road_original,,9156,3770,44.45,44.45,44.45,False,True,True
9156,11589,1440.0,0.3,0.45,0.15,4,39.0,0.0,1,road_original,,9156,11589,44.45,44.45,44.45,False,True,True
9157,9158,100000.0,0.04,0.0,0.15,4,0.9,0.3,1,road_original,,9157,9158,19.05,19.05,19.05,False,True,True
9158,12864,1450.0,0.21,0.42,0.15,4,30.0,0.0,1,road_original,,9158,12864,19.05,19.05,19.05,False,True,True
9159,9160,100000.0,0.04,0.0,0.15,4,0.9,0.3,1,road_original,,9159,9160,19.05,19.05,19.05,False,True,True
9160,12875,1450.0,0.3,0.6,0.15,4,30.0,0.0,1,road_original,,9160,12875,19.05,19.05,19.05,False,True,True
9164,9165,630.0,1.66,3.32,0.15,4,29.0,0.0,1,road_original,,9164,9165,31.75,19.05,25.4,False,True,True
9164,11579,2520.0,0.17,0.255,0.15,4,38.0,0.0,1,road_original,,9164,11579,31.75,31.75,31.75,False,True,True
9164,12894,2520.0,0.57,1.14,0.15,4,28.0,0.0,1,road_original,,9164,12894,31.75,31.75,31.75,False,True,True
9165,9164,360.0,1.66,3.32,0.15,4,29.0,0.0,1,road_original,,9165,9164,19.05,31.75,25.4,False,True,True
9165,11584,450.0,0.1,0.171,0.15,4,35.0,0.0,1,road_original,,9165,11584,19.05,19.05,19.05,False,True,True
9165,11585,340.0,0.37,0.634,0.15,4,35.0,0.0,1,road_original,,9165,11585,19.05,19.05,19.05,False,True,True
9166,6437,810.0,1.13,2.26,0.15,4,27.0,0.0,1,road_original,,9166,6437,19.05,19.05,19.05,False,True,True
