node,x,y,zipcode,level2,dcfc,rainfall_class_in,rainfall_estimate_in,rainfall_estimate_mm,node_type,charging_group,retain_in_flood_network,flood_affected_node
5950,746600.0,1769800.0,46319,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
5951,751900.0,1769800.0,46319,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
5952,758400.0,1769900.0,46319,0,0,,,,road_node,,True,False
5957,671500.0,1918300.0,60647,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
5964,765600.0,1801400.0,46402,0,0,,,,road_node,,True,False
5968,671600.0,1917000.0,60647,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
5969,748100.0,1764400.0,46319,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
5970,750900.0,1765900.0,46319,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
5971,675500.0,1921100.0,60618,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
5972,675600.0,1918400.0,60647,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
5980,578400.0,1972700.0,60008,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
5983,731000.0,1758200.0,46311,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
5984,734400.0,1758000.0,46375,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
5985,738400.0,1758100.0,46375,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
5986,676200.0,1917800.0,60647,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
5987,742000.0,1758700.0,46375,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
5988,742900.0,1758800.0,46375,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
5989,746800.0,1758800.0,46375,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
5990,748200.0,1758900.0,46375,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
5991,750900.0,1759000.0,46375,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
5992,676700.0,1918400.0,60647,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
5993,760000.0,1756600.0,46410,0,0,,,,road_node,,True,False
5997,678100.0,1921100.0,60618,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6002,680800.0,1921200.0,60657,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6004,680900.0,1918500.0,60614,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6005,743000.0,1755900.0,46375,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6006,682100.0,1921200.0,60657,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6007,732400.0,1753800.0,46311,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6008,723400.0,1751100.0,46311,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6009,732400.0,1751100.0,46311,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6010,754900.0,1752500.0,46375,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6011,760100.0,1751400.0,46410,0,0,,,,road_node,,True,False
6012,682100.0,1919900.0,60657,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6023,736400.0,1747900.0,46373,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6026,737800.0,1748500.0,46373,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6027,743000.0,1748600.0,46373,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6028,747000.0,1748600.0,46375,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6029,747100.0,1747200.0,46373,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6034,723500.0,1744500.0,46311,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6035,682200.0,1918600.0,60614,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6036,684800.0,1921300.0,60657,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6037,736500.0,1743300.0,46373,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6038,736400.0,1743300.0,46373,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6039,736500.0,1743000.0,46373,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6040,736500.0,1742700.0,46373,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6041,747200.0,1743300.0,46373,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6042,748600.0,1743300.0,46373,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6043,684900.0,1918700.0,60614,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6044,756200.0,1744700.0,46373,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6047,684900.0,1917300.0,60614,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6049,686100.0,1921300.0,60657,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6051,686200.0,1918700.0,60614,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6053,723600.0,1737900.0,46311,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6054,726200.0,1737900.0,46311,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6055,731300.0,1738000.0,46373,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6056,687300.0,1921400.0,60657,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6057,747300.0,1738600.0,46373,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6058,748600.0,1738400.0,46373,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6069,726300.0,1732600.0,46373,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6070,726300.0,1730000.0,46373,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6071,687200.0,1918800.0,60614,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6072,736700.0,1732700.0,46373,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6073,742100.0,1732800.0,46373,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6074,688800.0,1921500.0,60657,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6075,751600.0,1732800.0,46373,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6076,755400.0,1730000.0,46307,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6077,759100.0,1732700.0,46307,0,0,,,,road_node,,True,False
6079,760500.0,1730000.0,46307,0,0,,,,road_node,,True,False
6086,689500.0,1921000.0,60657,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6090,688882.0,1921820.0,60657,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6108,726400.0,1727400.0,46303,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6109,731500.0,1727400.0,46303,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6110,736800.0,1727400.0,46303,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6111,736800.0,1726100.0,46303,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6112,742100.0,1727400.0,46303,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6113,747400.0,1726600.0,46303,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6114,755400.0,1727400.0,46307,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6115,726400.0,1724800.0,46303,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6116,726500.0,1722100.0,46303,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6117,731600.0,1722100.0,46303,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6118,755400.0,1724800.0,46307,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6119,758100.0,1724700.0,46307,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6120,763100.0,1724700.0,46307,0,0,,,,road_node,,True,False
6121,763200.0,1723800.0,46307,0,0,,,,road_node,,True,False
6122,747500.0,1720800.0,46303,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6123,751500.0,1721300.0,46303,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6124,755400.0,1722100.0,46307,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6125,758100.0,1722100.0,46307,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6128,726500.0,1716900.0,46303,0,0,,,,road_node,,True,False
6130,643400.0,1915200.0,60707,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6131,736900.0,1716800.0,46303,0,0,,,,road_node,,True,False
6132,742200.0,1716800.0,46303,0,0,,,,road_node,,True,False
6133,649100.0,1915100.0,60707,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6134,750200.0,1716800.0,46303,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6135,751500.0,1716800.0,46303,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6136,758100.0,1716800.0,46307,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6137,758400.0,1716700.0,46307,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6138,651700.0,1915200.0,60639,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6142,654400.0,1915300.0,60639,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6145,654400.0,1913300.0,60639,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6153,750200.0,1711500.0,46303,0,0,,,,road_node,,True,False
6154,755600.0,1711600.0,46303,0,0,,,,road_node,,True,False
6163,657000.0,1915300.0,60639,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6180,733100.0,1801600.0,46323,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6186,657800.0,1912700.0,60639,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6188,677200.0,1860100.0,60629,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6189,677100.0,1862700.0,60629,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6190,677100.0,1865400.0,60629,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6191,662400.0,1915400.0,60639,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6192,665000.0,1915500.0,60639,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6193,591100.0,1852100.0,60561,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
6195,665100.0,1912800.0,60639,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6196,667700.0,1915600.0,60647,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6197,667700.0,1912900.0,60647,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6198,670300.0,1915600.0,60647,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6201,670400.0,1912900.0,60647,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6206,671600.0,1916100.0,60647,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6208,671700.0,1912900.0,60647,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6212,676400.0,1915800.0,60647,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6213,678400.0,1915900.0,60614,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6214,681000.0,1915900.0,60614,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6215,681000.0,1913500.0,60614,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6225,682200.0,1916000.0,60614,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6232,682300.0,1914300.0,60614,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6235,685000.0,1916000.0,60614,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6236,686200.0,1916100.0,60614,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6237,688400.0,1916100.0,60614,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6238,690300.0,1916200.0,60614,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6247,691100.0,1915900.0,60614,0,0,,,,road_node,,True,False
6248,690800.0,1916900.0,60614,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6255,643600.0,1909700.0,60707,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6256,643700.0,1907000.0,60305,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6257,643700.0,1905700.0,60301,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6258,646600.0,1905800.0,60302,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6260,649200.0,1909800.0,60302,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6261,649500.0,1907200.0,60302,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6262,649300.0,1905900.0,60302,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6263,651800.0,1909900.0,60302,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6265,651900.0,1906000.0,60302,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6266,654500.0,1909900.0,60651,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6267,654500.0,1907300.0,60651,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6270,654500.0,1906000.0,60651,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6272,657100.0,1910000.0,60651,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6274,657200.0,1906100.0,60651,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6275,677000.0,1868000.0,60629,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6276,676900.0,1870700.0,60632,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6277,676900.0,1873300.0,60632,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6282,661900.0,1910700.0,60639,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6285,665100.0,1910200.0,60651,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6286,665100.0,1908900.0,60651,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6287,665200.0,1907600.0,60651,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6298,665200.0,1906200.0,60651,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6303,666400.0,1910200.0,60651,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6305,666500.0,1907600.0,60651,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6312,666500.0,1906300.0,60651,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6325,533600.0,1933400.0,60103,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6326,555200.0,1934200.0,60133,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6327,566600.0,1930800.0,60172,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6328,566400.0,1927800.0,60108,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6329,568800.0,1931100.0,60172,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6330,568800.0,1932900.0,60172,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6331,571700.0,1929100.0,60157,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
6332,571400.0,1927100.0,60108,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
6333,667800.0,1910300.0,60651,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6334,579300.0,1925600.0,60157,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
6335,576600.0,1930200.0,60157,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
6336,667900.0,1907700.0,60651,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6337,534500.0,1924800.0,60103,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6338,542900.0,1924900.0,60133,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6339,549500.0,1925100.0,60133,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6340,557900.0,1925500.0,60108,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6341,667900.0,1906300.0,60651,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6342,530000.0,1923400.0,60184,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6343,552500.0,1920700.0,60188,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6344,563200.0,1920300.0,60108,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6345,575900.0,1918800.0,60139,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6346,529700.0,1919100.0,60184,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6347,670400.0,1910300.0,60651,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6348,548400.0,1917000.0,60188,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6349,552500.0,1917200.0,60188,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6350,557900.0,1917400.0,60188,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6351,535100.0,1906100.0,60185,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6352,537300.0,1906100.0,60185,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6353,545600.0,1909600.0,60188,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6354,670500.0,1907700.0,60651,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6355,548400.0,1908300.0,60188,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6356,549700.0,1907800.0,60188,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6357,552600.0,1908500.0,60188,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6358,552600.0,1907000.0,60188,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6359,553600.0,1906800.0,60188,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6360,563000.0,1907000.0,60188,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6361,563000.0,1905200.0,60187,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6362,568500.0,1909900.0,60139,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6363,670000.0,1906400.0,60651,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6364,579300.0,1913600.0,60101,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6365,530000.0,1899300.0,60185,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6366,670600.0,1906400.0,60651,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6367,670600.0,1906000.0,60651,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6368,671800.0,1910400.0,60622,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6369,671700.0,1906400.0,60622,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6370,560700.0,1944200.0,60193,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6371,548400.0,1901900.0,60190,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6372,581600.0,1974900.0,60008,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6373,549800.0,1896700.0,60190,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6374,678500.0,1910500.0,60622,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6375,678600.0,1908000.0,60622,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6376,681100.0,1910600.0,60622,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6377,681200.0,1908300.0,60622,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6378,530000.0,1894800.0,60185,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6379,681200.0,1906700.0,60622,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6380,682600.0,1910700.0,60642,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6381,534000.0,1890200.0,60185,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6382,535500.0,1888500.0,60555,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6383,536600.0,1891100.0,60190,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6384,547000.0,1891800.0,60190,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6385,683600.0,1908100.0,60642,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6386,682800.0,1906700.0,60642,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6387,552100.0,1890600.0,60190,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6388,582800.0,1974900.0,60008,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6389,685100.0,1910700.0,60642,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6390,566700.0,1894900.0,60187,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6391,686400.0,1910800.0,60642,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6392,572800.0,1895600.0,60137,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6393,570100.0,1891300.0,60137,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6394,572500.0,1891400.0,60137,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6395,535600.0,1885100.0,60555,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6396,539000.0,1885000.0,60555,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6397,544300.0,1885100.0,60555,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6399,539000.0,1879900.0,60555,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6400,538600.0,1877200.0,60555,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6401,541600.0,1876400.0,60555,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6402,687700.0,1910800.0,60610,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6403,544900.0,1876400.0,60555,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6404,544900.0,1875700.0,60555,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6405,550300.0,1876700.0,60555,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6406,569800.0,1880700.0,60189,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6407,460700.0,1928300.0,60175,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6408,468600.0,1931100.0,60175,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6409,471400.0,1932000.0,60175,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6410,472600.0,1931200.0,60175,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6411,485200.0,1931000.0,60175,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6412,478200.0,1926600.0,60175,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6413,460300.0,1918800.0,60175,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6414,464700.0,1920500.0,60175,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6415,466100.0,1920100.0,60175,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6416,474000.0,1918100.0,60175,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6417,476100.0,1918900.0,60175,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6418,478700.0,1923400.0,60175,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6419,497800.0,1926700.0,60175,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6420,481200.0,1920000.0,60175,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6421,483500.0,1920800.0,60175,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6422,485900.0,1923700.0,60175,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6423,466000.0,1916600.0,60175,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6424,474000.0,1913700.0,60175,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6425,474000.0,1911500.0,60175,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6426,470000.0,1908200.0,60119,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6427,475300.0,1908300.0,60175,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6428,476800.0,1908400.0,60175,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6429,470000.0,1899400.0,60119,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6430,475200.0,1899500.0,60119,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6431,485800.0,1899700.0,60134,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6432,487800.0,1899700.0,60134,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6433,505100.0,1900100.0,60134,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6434,687100.0,1909800.0,60610,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6435,507200.0,1899700.0,60134,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6436,508700.0,1906000.0,60174,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6437,510700.0,1906000.0,60174,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6438,686500.0,1908200.0,60642,0,0,6.0-8.0,7.0,177.8,road_node,,True,True
6439,462900.0,1892700.0,60119,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6440,464200.0,1888900.0,60119,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6441,468700.0,1890500.0,60119,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6442,470100.0,1891800.0,60119,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6443,468500.0,1893500.0,60119,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6444,469100.0,1885600.0,60119,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6445,488000.0,1892900.0,60134,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6446,503100.0,1886700.0,60510,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6447,503100.0,1887800.0,60510,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6448,503100.0,1888600.0,60510,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6449,464400.0,1880800.0,60119,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6450,459000.0,1873400.0,60144,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6451,465100.0,1873400.0,60554,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6452,476600.0,1877400.0,60542,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6453,479700.0,1873100.0,60542,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6454,458600.0,1891600.0,60119,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6462,591300.0,1854700.0,60516,0,0,3.0-4.0,3.5,88.9,road_node,,True,True
6463,689700.0,1913400.0,60614,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6468,690000.0,1912500.0,60614,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6469,631100.0,1781000.0,60487,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6470,630200.0,1779800.0,60487,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6471,632400.0,1780000.0,60487,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6472,616000.0,1783900.0,60448,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6473,589200.0,1804600.0,60491,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6474,592700.0,1854600.0,60561,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6476,538300.0,1754900.0,60404,0,0,1.0-1.5,1.25,31.75,road_node,,True,True
6477,562300.0,1768800.0,60435,0,0,0.5-1.0,0.75,19.05,road_node,,True,True
6478,690500.0,1911800.0,60614,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6479,690000.0,1910900.0,60610,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6480,597900.0,1857000.0,60561,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6481,603200.0,1857300.0,60527,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6482,691300.0,1910900.0,60610,0,0,4.0-6.0,5.0,127.0,road_node,,True,True
6484,539100.0,1799900.0,60544,0,0,2.0-3.0,2.5,63.5,road_node,,True,True
6485,531000.0,2004000.0,60021,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6486,531100.0,1998700.0,60010,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6488,562900.0,1843100.0,60565,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6489,570300.0,1843400.0,60440,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
6490,573600.0,1843500.0,60517,0,0,1.5-2.0,1.75,44.45,road_node,,True,True
