rank_within_available_evaluations,mode,source,repair_cost_usd,budget_remaining_usd,repaired_station_count,repaired_stations,repaired_road_component_count,served_total,served_ev,served_non_ev,finite_system_time_min,physical_in_vehicle_time_min,physical_wait_vehicle_min,physical_service_vehicle_min,charging_entries_period,average_wait_min_per_charging_session,average_service_min_per_charging_session,average_station_delay_min_per_charging_session,unstable_station_entries,potential_total,potential_ev,ev_completion_target,ev_target_shortfall,ev_target_rate,ev_target_feasible,completion_shortfall,completion_rate,completion_feasible,queue_feasible,hard_feasible,feasibility_violation,max_station_utilization,station_utilization_violation,unstable_station_count,nonfinite_wait_station_count
760,focus_5acf00d6cc,BIHMH gen 68 focus / mip_intensify,44999810.32,189.67999999970198,2,C5;C7,4004,240467.716155055,10264.976155055012,230202.74,6048428.902940139,6022148.696882072,0.07237605411509658,26280.13368201318,359.1317990400001,0.00020153061998009076,73.17684970326479,73.17705123388477,0.0,240522.18695173,10319.44695173,10220.943361734397,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.6347976023579264,0.0,0,0
761,focus_c84b206a5b,BIHMH gen 74 focus / mip_intensify,44999788.8,211.20000000298023,3,C4;C5;C7,3810,238006.1707597375,10115.77075973751,227890.4,6048438.859890808,6021216.615704755,0.0012529904367211337,27222.24293306261,359.14539241499995,3.488811114339112e-06,75.79727739234573,75.79728088115685,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980510065692363,0.0,0,0
762,focus_c84b206a5b,BIHMH gen 73 focus / add_fix,44999568.56,431.4399999976158,3,C4;C5;C7,3824,238006.1707597375,10115.77075973751,227890.4,6048462.798778481,6021238.327275833,0.0012303138658833204,27224.470272334755,359.14539241499995,3.425670750250548e-06,75.80347916833725,75.803482594008,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49805745780477306,0.0,0,0
763,focus_c84b206a5b,BIHMH gen 70 focus / crossover_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3833,238006.1707597375,10115.77075973751,227890.4,6048507.791281683,6021280.457582941,0.0012267797573961307,27227.332471961763,359.14539241499995,3.4158304221777715e-06,75.81144864166882,75.81145205749924,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980637383842399,0.0,0,0
764,focus_c84b206a5b,BIHMH gen 71 focus / mip_intensify,44999788.8,211.20000000298023,3,C4;C5;C7,3826,238006.1707597375,10115.77075973751,227890.4,6048640.246096008,6021407.050348476,0.0012569011141080584,27233.19449063169,359.1453924149998,3.4996999562107253e-06,75.8277707741359,75.82777427383586,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980640944457002,0.0,0,0
765,focus_c84b206a5b,BIHMH gen 76 focus / swap_fix,44999568.56,431.4399999976158,3,C4;C5;C7,3831,238006.1707597375,10115.77075973751,227890.4,6048697.741596536,6021470.977793698,0.0012089235252464826,27226.76259391373,359.1453924149999,3.366111749665847e-06,75.80986188026226,75.80986524637402,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806144949888975,0.0,0,0
766,focus_c84b206a5b,BIHMH gen 72 focus / mip_intensify,44999348.32,651.679999999702,3,C4;C5;C7,3825,238006.1707597375,10115.77075973751,227890.4,6049003.302365001,6021776.6360051595,0.0012264378850844273,27226.6651334033,359.145392415,3.414878517130613e-06,75.80959051241933,75.80959392729785,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980625301930339,0.0,0,0
767,focus_c84b206a5b,BIHMH gen 72 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3814,238006.1707597375,10115.77075973751,227890.4,6049119.557296565,6021898.443070093,0.0012013401559804386,27221.113025131323,359.1453924150001,3.3449967098346192e-06,75.79413129064106,75.79413463563777,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49804799714035436,0.0,0,0
768,focus_c84b206a5b,BIHMH gen 70 focus / swap_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3832,238006.1707597375,10115.77075973751,227890.4,6049133.341004512,6021918.832065085,0.0012301638556801516,27214.507709264086,359.14539241500023,3.425253063691461e-06,75.77573953062758,75.77574295588065,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806091255425405,0.0,0,0
769,focus_1392cdb628,BIHMH gen 1 focus / add_fix,44999568.56,431.4399999976158,3,C4;C5;C7,3483,235533.58653284246,9804.416532842466,225729.16999999998,6049192.707438253,6023902.304899987,6.984324624733383e-05,25290.402468422493,332.3756783774998,2.1013344474624433e-07,76.08981075835099,76.08981096848444,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4888436367591582,0.0,0,0
770,focus_c84b206a5b,BIHMH gen 75 focus / mip_intensify,44999348.32,651.679999999702,3,C4;C5;C7,3827,238006.1707597375,10115.77075973751,227890.4,6050105.575933359,6022879.8088949565,0.00119146890663885,27225.76584693301,359.14539241499983,3.317511324945757e-06,75.80708655026564,75.80708986777697,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806410741897533,0.0,0,0
771,focus_c84b206a5b,BIHMH gen 72 focus / remove_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3829,238006.1707597375,10115.77075973751,227890.4,6050239.171968453,6023017.804445365,0.0012121946044542679,27221.36631089216,359.1453924150001,3.3752197022579406e-06,75.79483653638884,75.79483991160855,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806107026011853,0.0,0,0
772,focus_1392cdb628,BIHMH gen 2 focus / remove_fix,44999568.56,431.4399999976158,3,C4;C5;C7,3492,235533.58653284246,9804.416532842466,225729.16999999998,6050720.53282013,6025419.70241758,6.833111956602321e-05,25300.830334218674,332.3756783775001,2.055839942909879e-07,76.1211844913722,76.1211846969562,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48884350351309835,0.0,0,0
773,focus_c84b206a5b,BIHMH gen 77 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3833,238006.1707597375,10115.77075973751,227890.4,6050734.740520091,6023511.55810729,0.0011967963332064095,27223.181216004075,359.14539241499983,3.332344945758031e-06,75.79988993579272,75.79989326813767,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980628280550172,0.0,0,0
774,focus_c84b206a5b,BIHMH gen 75 focus / add_fix,44999348.32,651.679999999702,3,C4;C5;C7,3829,238006.1707597375,10115.77075973751,227890.4,6050963.193358958,6023735.014569693,0.0012086346708299564,27228.177580629803,359.1453924150004,3.365307466991954e-06,75.81380175181823,75.8138051171257,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980613989006481,0.0,0,0
775,focus_c84b206a5b,BIHMH gen 73 focus / mip_intensify,44999788.8,211.20000000298023,3,C4;C5;C7,3829,238006.1707597375,10115.77075973751,227890.4,6050994.028117806,6023767.529984925,0.0012133833517213454,27226.4969194981,359.145392415,3.3785296354832683e-06,75.80912213969687,75.80912551822651,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49805675308490543,0.0,0,0
776,focus_c84b206a5b,BIHMH gen 71 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3828,238006.1707597375,10115.77075973751,227890.4,6050995.9288037615,6023769.831159087,0.0012042743294434092,27226.096440399575,359.1453924150002,3.3531665862271302e-06,75.80800705063547,75.80801040380206,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980594940309393,0.0,0,0
777,focus_c84b206a5b,BIHMH gen 72 focus / crossover_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3826,238006.1707597375,10115.77075973751,227890.4,6051020.472552618,6023789.910998496,0.0012158210590473275,27230.560338300187,359.14539241499995,3.385317157688664e-06,75.82043627288057,75.82043965819773,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806301116440305,0.0,0,0
778,focus_1392cdb628,BIHMH gen 3 focus / add_fix,44999568.56,431.4399999976158,3,C4;C5;C7,3515,235533.58653284246,9804.416532842466,225729.16999999998,6051099.956581293,6025804.322366497,6.895506793046897e-05,25295.634145840926,332.3756783775002,2.0746123262410407e-07,76.10555101180137,76.1055512192626,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4888438862007301,0.0,0,0
779,focus_c84b206a5b,BIHMH gen 73 focus / remove_fix,44999568.56,431.4399999976158,3,C4;C5;C7,3832,238006.1707597375,10115.77075973751,227890.4,6051141.323304865,6023913.050538744,0.0012026917648576712,27228.271563429575,359.1453924150002,3.3487601129180996e-06,75.81406343636654,75.81406678512666,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806324644542416,0.0,0,0
780,focus_c84b206a5b,BIHMH gen 77 focus / mip_intensify,44999568.56,431.4399999976158,3,C4;C5;C7,3826,238006.1707597375,10115.77075973751,227890.4,6051384.90905473,6024153.949202048,0.0012342407171200048,27230.958618441317,359.14539241499995,3.4366046263898997e-06,75.82154523919209,75.82154867579672,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980631263981348,0.0,0,0
781,focus_c84b206a5b,BIHMH gen 78 focus / swap_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3829,238006.1707597375,10115.77075973751,227890.4,6051511.656352922,6024300.154413243,0.0012018945449417417,27211.50073778546,359.1453924150003,3.346540343619184e-06,75.76736695633834,75.76737030287867,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806167736088947,0.0,0,0
782,focus_c84b206a5b,BIHMH gen 73 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3825,238006.1707597375,10115.77075973751,227890.4,6051778.079898362,6024553.274810049,0.0012187546695589244,27224.80386955872,359.1453924150003,3.3934854666063123e-06,75.80440803233212,75.80441142581759,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980603024958171,0.0,0,0
783,focus_c84b206a5b,BIHMH gen 77 focus / swap_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3827,238006.1707597375,10115.77075973751,227890.4,6051842.9513474675,6024626.596390335,0.0012095655365588441,27216.353747567628,359.1453924150001,3.367899358043735e-06,75.7808796169061,75.78088298480546,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806042820219315,0.0,0,0
784,focus_c84b206a5b,BIHMH gen 73 focus / swap_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3829,238006.1707597375,10115.77075973751,227890.4,6051884.621957207,6024659.521646307,0.001213393879104904,27225.09909750634,359.14539241500006,3.3785589478001763e-06,75.8052300613874,75.80523343994635,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980600348175117,0.0,0,0
785,focus_c84b206a5b,BIHMH gen 76 focus / swap_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3823,238006.1707597375,10115.77075973751,227890.4,6051918.979492349,6024693.581762926,0.0011915903989466155,27225.396537833298,359.1453924149999,3.3178496066286945e-06,75.80605825056442,75.80606156841402,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49805840327038825,0.0,0,0
786,focus_1392cdb628,BIHMH gen 2 focus / swap_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3493,235533.58653284246,9804.416532842466,225729.16999999998,6051929.034091551,6026632.889374738,6.974629830170463e-05,25296.14464706657,332.3756783774997,2.0984176291771093e-07,76.10708692811201,76.10708713795377,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48884391090739615,0.0,0,0
787,focus_c84b206a5b,BIHMH gen 70 focus / crossover_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3829,238006.1707597375,10115.77075973751,227890.4,6052009.798096338,6024781.4365319945,0.0012142916064603164,27228.360350052266,359.1453924149997,3.381058568773668e-06,75.81431065274353,75.81431403380209,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980575816783963,0.0,0,0
788,focus_c84b206a5b,BIHMH gen 70 focus / swap_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3831,238006.1707597375,10115.77075973751,227890.4,6052012.530861596,6024786.902726327,0.0012113357328861687,27225.626923932534,359.14539241500006,3.372828270859298e-06,75.80669973477691,75.80670310760519,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980575317278801,0.0,0,0
789,focus_c84b206a5b,BIHMH gen 77 focus / remove_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3827,238006.1707597375,10115.77075973751,227890.4,6052055.506728663,6024826.460657317,0.0012075688540723198,27229.044863777242,359.14539241499995,3.362339819960572e-06,75.81621660431472,75.81621996665454,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806206037192685,0.0,0,0
790,focus_c84b206a5b,BIHMH gen 73 focus / crossover_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3829,238006.1707597375,10115.77075973751,227890.4,6052232.426367527,6025010.703626713,0.0012165624737657383,27221.7215242514,359.14539241500006,3.387381543684054e-06,75.79582558808418,75.79582897546572,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806257255306813,0.0,0,0
791,focus_1392cdb628,BIHMH gen 2 focus / crossover_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3496,235533.58653284246,9804.416532842466,225729.16999999998,6052385.025357142,6027087.709231555,7.263883471636756e-05,25297.31605294826,332.37567837750004,2.1854437445891288e-07,76.11061127107051,76.11061148961488,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48884395878698567,0.0,0,0
792,focus_c84b206a5b,BIHMH gen 78 focus / mip_intensify,44999788.8,211.20000000298023,3,C4;C5;C7,3828,238006.1707597375,10115.77075973751,227890.4,6052398.872615936,6025176.214987824,0.0012561007702645303,27222.656372011326,359.1453924149998,3.4974714886863435e-06,75.79842856665412,75.7984320641256,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980630863883004,0.0,0,0
793,focus_c84b206a5b,BIHMH gen 75 focus / add_fix,44999568.56,431.4399999976158,3,C4;C5;C7,3832,238006.1707597375,10115.77075973751,227890.4,6052702.267620206,6025475.57387994,0.0013056716362853601,27226.692434594002,359.14539241500006,3.635495996497789e-06,75.8096665295179,75.8096701650139,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980599160879871,0.0,0,0
794,focus_c84b206a5b,BIHMH gen 75 focus / mip_intensify,44999788.8,211.20000000298023,3,C4;C5;C7,3826,238006.1707597375,10115.77075973751,227890.4,6052807.113541255,6025575.199192838,0.0012062188365465696,27231.913142198227,359.14539241499966,3.358580847816529e-06,75.8242030033653,75.82420636194614,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980603664827795,0.0,0,0
795,focus_c84b206a5b,BIHMH gen 71 focus / add_fix,44999348.32,651.679999999702,3,C4;C5;C7,3823,238006.1707597375,10115.77075973751,227890.4,6052950.779535852,6025725.886329139,0.0012189821580454794,27224.89198773211,359.14539241499983,3.3941188827418415e-06,75.80465338748712,75.804656781606,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980617277532137,0.0,0,0
796,focus_c84b206a5b,BIHMH gen 73 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3826,238006.1707597375,10115.77075973751,227890.4,6052975.485227315,6025749.342888388,0.0012206712573093713,27226.141118255815,359.1453924150002,3.3988219898944427e-06,75.80813145110722,75.8081348499292,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980583165775344,0.0,0,0
797,focus_1392cdb628,BIHMH gen 3 focus / swap_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3517,235533.58653284246,9804.416532842466,225729.16999999998,6053074.7896652,6027767.838711677,6.757157743726946e-05,25306.950885951133,332.37567837749975,2.0329880262936753e-07,76.13959905095238,76.13959925425118,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48884375002458336,0.0,0,0
798,focus_c84b206a5b,BIHMH gen 76 focus / swap_fix,44999348.32,651.679999999702,3,C4;C5;C7,3827,238006.1707597375,10115.77075973751,227890.4,6053145.268918197,6025913.696647713,0.0011971671915747926,27231.571073317147,359.1453924150001,3.3333775592238155e-06,75.8232505509927,75.82325388437026,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980612126550346,0.0,0,0
799,focus_c84b206a5b,BIHMH gen 78 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3829,238006.1707597375,10115.77075973751,227890.4,6053147.371507158,6025932.678073086,0.001205839475844504,27214.692228232572,359.145392415,3.3575245605577235e-06,75.77625330296713,75.7762566604917,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806357259580025,0.0,0,0
800,focus_c84b206a5b,BIHMH gen 70 focus / crossover_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3827,238006.1707597375,10115.77075973751,227890.4,6053170.728129955,6025942.473097033,0.0012283117027117037,27228.253804609914,359.14539241499995,3.4200959518154254e-06,75.8140139889282,75.81401740902415,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49805932673938696,0.0,0,0
801,focus_c84b206a5b,BIHMH gen 72 focus / crossover_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3829,238006.1707597375,10115.77075973751,227890.4,6053194.086921125,6025967.920390179,0.0012091171788547793,27226.165321827546,359.14539241499995,3.366650956383757e-06,75.8081988432338,75.80820220988475,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980632680539765,0.0,0,0
802,focus_c84b206a5b,BIHMH gen 70 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3828,238006.1707597375,10115.77075973751,227890.4,6053610.422291413,6026384.274546918,0.0012155536498772497,27226.14652894067,359.14539241499983,3.384572586894426e-06,75.80814651655145,75.80814990112404,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980625594262045,0.0,0,0
803,focus_1392cdb628,BIHMH gen 1 focus / swap_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3486,235533.58653284246,9804.416532842466,225729.16999999998,6053803.47752204,6028503.557161562,7.11225487366646e-05,25299.920289355134,332.3756783774999,2.1398241015663685e-07,76.1184464906016,76.118446704584,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48884373700886163,0.0,0,0
804,focus_c84b206a5b,BIHMH gen 72 focus / swap_fix,44999348.32,651.679999999702,3,C4;C5;C7,3827,238006.1707597375,10115.77075973751,227890.4,6053893.356096175,6026678.8380110795,0.00121875816947178,27214.516866336377,359.14539241499995,3.3934952117204937e-06,75.77576502746675,75.77576842096195,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.498057284136482,0.0,0,0
805,focus_c84b206a5b,BIHMH gen 78 focus / mip_intensify,44999788.8,211.20000000298023,3,C4;C5;C7,3831,238006.1707597375,10115.77075973751,227890.4,6053946.209234906,6026730.187236957,0.0012417823685065233,27216.020756166807,359.145392415,3.457603507472032e-06,75.77995243975768,75.77995589736119,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806306870938905,0.0,0,0
806,focus_c84b206a5b,BIHMH gen 72 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3829,238006.1707597375,10115.77075973751,227890.4,6053983.756061441,6026770.336459465,0.0012077572048428073,27213.41839421912,359.1453924150003,3.362864261522302e-06,75.77270645525482,75.77270981811908,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980615250604522,0.0,0,0
807,focus_c84b206a5b,BIHMH gen 79 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3821,238006.1707597375,10115.77075973751,227890.4,6053993.668656414,6026764.381731132,0.001206028094244818,27229.285719254363,359.1453924149998,3.358049747304646e-06,75.81688723933391,75.81689059738366,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806381533292204,0.0,0,0
808,focus_c84b206a5b,BIHMH gen 73 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3831,238006.1707597375,10115.77075973751,227890.4,6054034.206462795,6028260.294224508,1.7415766525792192e-05,25773.912220871112,359.14539241500023,4.8492245462717506e-08,71.76456322482568,71.76456327331792,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4855563538034306,0.0,0,0
809,focus_c84b206a5b,BIHMH gen 77 focus / remove_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3828,238006.1707597375,10115.77075973751,227890.4,6054262.882611198,6027027.752200907,0.0011885363627896375,27235.129221755524,359.1453924149997,3.309345986029691e-06,75.83315781560907,75.83316112495505,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806377318804257,0.0,0,0
810,focus_c84b206a5b,BIHMH gen 72 focus / mip_intensify,44999568.56,431.4399999976158,3,C4;C5;C7,3831,238006.1707597375,10115.77075973751,227890.4,6054342.746571494,6027111.218160899,0.0012053813719254262,27231.52720521425,359.1453924150002,3.3562490216568956e-06,75.82312840518817,75.8231317614372,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980595153789571,0.0,0,0
811,focus_c84b206a5b,BIHMH gen 79 focus / crossover_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3831,238006.1707597375,10115.77075973751,227890.4,6054693.889630375,6027464.370515531,0.0011997761483536584,27229.51791506837,359.145392415,3.340641906293182e-06,75.81753376249387,75.81753710313578,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806384890475797,0.0,0,0
812,focus_c84b206a5b,BIHMH gen 74 focus / mip_intensify,44999788.8,211.20000000298023,3,C4;C5;C7,3832,238006.1707597375,10115.77075973751,227890.4,6054868.447946881,6027644.839099703,0.0011780684157500416,27223.607669109173,359.1453924150003,3.2801991634317225e-06,75.80107734655748,75.80108062675664,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980633709207566,0.0,0,0
813,focus_c84b206a5b,BIHMH gen 78 focus / remove_fix,44999568.56,431.4399999976158,3,C4;C5;C7,3827,238006.1707597375,10115.77075973751,227890.4,6055171.95181353,6027946.292093195,0.0012548559954028357,27225.658465479843,359.145392415,3.4940055529177536e-06,75.80678755867213,75.80679105267768,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806115280882507,0.0,0,0
814,focus_c84b206a5b,BIHMH gen 70 focus / add_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3827,238006.1707597375,10115.77075973751,227890.4,6055245.945916899,6028020.923074907,0.0012117741943207469,27225.021630217318,359.14539241499995,3.374049117468606e-06,75.80501436242356,75.80501773647268,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806256810105404,0.0,0,0
815,focus_c84b206a5b,BIHMH gen 74 focus / add_fix,44999568.56,431.4399999976158,3,C4;C5;C7,3832,238006.1707597375,10115.77075973751,227890.4,6055248.858649194,6028028.178771263,0.001259008675632867,27220.67861892267,359.1453924150002,3.505568224520212e-06,75.79292173535278,75.79292524092101,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980637953919714,0.0,0,0
816,focus_1392cdb628,BIHMH gen 2 focus / mip_intensify,44999788.8,211.20000000298023,3,C4;C5;C7,3493,235533.58653284246,9804.416532842466,225729.16999999998,6055306.738108734,6030016.891821342,7.018738884143783e-05,25289.846217204813,332.37567837750004,2.1116884720343942e-07,76.08813719661383,76.08813740778268,0.0,235583.60739681,9854.437396809999,9760.372524388711,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.48884427626102056,0.0,0,0
817,focus_c84b206a5b,BIHMH gen 78 focus / remove_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3834,238006.1707597375,10115.77075973751,227890.4,6055382.733896548,6028153.441125111,0.0012100605197388724,27229.291561376285,359.14539241500006,3.3692775831037867e-06,75.81690350606605,75.81690687534363,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806124993427403,0.0,0,0
818,focus_c84b206a5b,BIHMH gen 76 focus / crossover_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3827,238006.1707597375,10115.77075973751,227890.4,6055450.521157718,6028217.584625179,0.0012311832854949938,27232.935301356072,359.145392415,3.4280915514915915e-06,75.82704909071434,75.82705251880589,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806152552236416,0.0,0,0
819,focus_c84b206a5b,BIHMH gen 74 focus / swap_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3833,238006.1707597375,10115.77075973751,227890.4,6055672.670079244,6028460.992970494,0.0012586847337466677,27211.67585006636,359.14539241499995,3.504666244728629e-06,75.76785453681306,75.7678580414793,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.4980629780379831,0.0,0,0
820,focus_c84b206a5b,BIHMH gen 77 focus / swap_fix,44999788.8,211.20000000298023,3,C4;C5;C7,3830,238006.1707597375,10115.77075973751,227890.4,6056155.824373275,6028954.365741046,0.0012117117901430424,27201.45742051722,359.1453924150002,3.3738753600460608e-06,75.73940246763728,75.73940584151264,0.0,238062.99787695,10172.59787695,10075.49602496623,0.0,1.0,True,0.0,1.0,True,True,True,0.0,0.49806360809789435,0.0,0,0
